kanji,components,component_ids,radical,stroke_count,onyomi,onyomi_all,kunyomi,meaning,pinyin,pinyin_initial,pinyin_final,pinyin_tone,nasal_coda,jlpt_level
盥,"[""水"", ""皿""]","[2682, 3450]",皿,16,カン,"[""カン""]",たらい,手を洗う器,guàn,g,uan,4,n,N1+
盧,"[""七"", ""虍"", ""田"", ""皿""]","[2, 4670, 3303, 3450]",皿,16,ロ,"[""ロ""]",,黒色、酒売り場、炉,lú,l,u,2,none,N1+
盪,"[""日"", ""勹"", ""勿"", ""昜"", ""湯"", ""皿""]","[2122, 496, 499, 2142, 2873, 3450]",皿,17,トウ,"[""トウ""]",,洗う、揺り動かす,dàng,d,ang,4,ng,N1+
蘯,"[""日"", ""勹"", ""勿"", ""昜"", ""湯"", ""皿""]","[2122, 496, 499, 2142, 2873, 3450]",皿,20,トウ,"[""トウ""]",,動く、ほしいまま,dàng,d,ang,4,ng,N1+
盻,"[""目"", ""八"", ""兮""]","[3470, 325, 328]",目,9,ケイ,"[""ケイ""]",,にらむ、恨んで見る,xì,x,i,4,none,N1+
眈,"[""目"", ""冖""]","[3470, 349]",目,9,タン,"[""タン""]",,にらむ、ねらって見つめる,dān,d,an,1,n,N1+
眇,"[""目"", ""小"", ""少""]","[3470, 1230, 1231]",目,9,ビョウ,"[""ビョウ"", ""ミョウ""]",すが・め,,miǎo,m,iao,3,none,N1+
眄,"[""目""]",[3470],目,9,ベン,"[""ベン"", ""メン""]",,流し目で見る,miǎn,m,ian,3,n,N1+
眩,"[""目"", ""亠"", ""幺"", ""玄""]","[3470, 69, 1415, 3204]",目,10,ケン,"[""ケン"", ""ゲン""]",まぶ・しい、くら・む,,xuàn,x,uan,4,n,N1+
眤,"[""目"", ""尸"", ""匕"", ""尼""]","[3470, 1241, 508, 1245]",目,10,イ,"[""イ""]",,ちょっと見る,nì,n,i,4,none,N1+
眞,"[""匕"", ""目""]","[508, 3470]",目,10,シン,"[""シン""]",ま、まこと,嘘偽りがない、純粋な,zhēn,zh,en,1,n,N1+
眥,"[""止"", ""匕"", ""此"", ""目""]","[2618, 508, 2620, 3470]",目,11,シ,"[""シ"", ""セイ""]",まなじり,にらむ,zì,z,i,4,none,N1+
眦,"[""目"", ""止"", ""匕"", ""此""]","[3470, 2618, 508, 2620]",目,11,シ,"[""シ"", ""セイ""]",まなじり,にらむ,zì,z,i,4,none,N1+
眛,"[""目"", ""木"", ""未""]","[3470, 2240, 2241]",目,10,バイ,"[""バイ"", ""マイ""]",,暗い,mèi,m,ei,4,none,N1+
眷,"[""大"", ""夫"", ""目""]","[994, 997, 3470]",目,11,ケン,"[""ケン""]",,首を回して振り返る,juàn,j,uan,4,n,N1+
眸,"[""目"", ""厶"", ""牛"", ""牟""]","[3470, 574, 3125, 3127]",目,11,ボウ,"[""ボウ""]",ひとみ,目玉の中の黒い部分,móu,m,ou,2,none,N1+
睇,"[""目"", ""弓"", ""弟""]","[3470, 1485, 1492]",目,12,ダイ,"[""ダイ"", ""テイ""]",,盗み見る,dì,d,i,4,none,N1+
睚,"[""目"", ""厂"", ""土"", ""圭""]","[3470, 559, 844, 848]",目,13,ガイ,"[""ガイ""]",,瞼（まぶた）,yá,y,a,2,none,N1+
睨,"[""目"", ""臼"", ""儿"", ""兒""]","[3470, 4342, 301, 316]",目,13,ゲイ,"[""ゲイ""]",にら・む,じっと見詰める,nì,n,i,4,none,N1+
睫,"[""目""]",[3470],目,13,ショウ,"[""ショウ""]",まつげ,素早くまたたきをする,jié,j,ie,2,none,N1+
睛,"[""目"", ""円""]","[3470, 338]",目,13,セイ,"[""セイ""]",,瞳,jīng,j,ing,1,ng,N1+
睥,"[""目"", ""白"", ""十""]","[3470, 3428, 527]",目,14,ヘイ,"[""ヘイ""]",,睨む,pì,p,i,4,none,N1+
睿,"[""冖"", ""八"", ""目""]","[349, 325, 3470]",目,14,エイ,"[""エイ""]",,明らか,ruì,r,ui,4,none,N1+
睾,"[""土"", ""十"", ""幸""]","[844, 527, 1413]",目,14,コウ,"[""コウ""]",,,gāo,g,ao,1,none,N1+
睹,"[""目"", ""土"", ""日"", ""者""]","[3470, 844, 2122, 4174]",目,14,ト,"[""ト""]",,見る,dǔ,d,u,3,none,N1+
瞎,"[""目"", ""宀"", ""口""]","[3470, 1151, 593]",目,15,カツ,"[""カツ""]",,盲人,xiā,x,ia,1,none,N1+
瞋,"[""目"", ""匕"", ""目"", ""眞""]","[3470, 508, 3470, 3484]",目,15,シン,"[""シン""]",,怒る,chēn,ch,en,1,n,N1+
瞑,"[""目"", ""冖"", ""日"", ""六"", ""冥""]","[3470, 349, 2122, 327, 354]",目,15,ベイ,"[""ベイ"", ""ミョウ"", ""メイ""]",つむ・る、つぶ・る,目を閉じる,míng,m,ing,2,ng,N1+
瞠,"[""目"", ""冖"", ""口"", ""土"", ""堂""]","[3470, 349, 593, 844, 898]",目,16,トウ,"[""トウ"", ""ドウ""]",,みはる、見つめる,chēng,ch,eng,1,ng,N1+
瞞,"[""目"", ""廿"", ""冂"", ""入"", ""兩""]","[3470, 1473, 336, 321, 323]",目,16,マン,"[""マン"", ""バン""]",だます,,mán,m,an,2,n,N1+
瞰,"[""目"", ""工"", ""耳"", ""攵"", ""敢""]","[3470, 1357, 4187, 2050, 2070]",目,17,カン,"[""カン""]",,上から見る,kàn,k,an,4,n,N1+
瞶,"[""目"", ""貝"", ""貴""]","[3470, 5126, 5143]",目,17,キ,"[""キ""]",,,guì,g,ui,4,none,N1+
瞹,"[""目"", ""冖"", ""心"", ""夂"", ""愛""]","[3470, 349, 1563, 980, 1695]",目,18,アイ,"[""アイ""]",,隠れる,ài,,ai,4,none,N1+
瞿,"[""目"", ""隹""]","[3470, 5794]",目,18,ク,"[""ク""]",,驚く、恐れる,qú,q,u,2,none,N1+
瞼,"[""目"", ""口"", ""人"", ""从"", ""僉""]","[3470, 593, 83, 93, 265]",目,18,ケン,"[""ケン""]",まぶた,,jiǎn,j,ian,3,n,N1+
瞽,"[""土"", ""口"", ""豆"", ""支"", ""鼓"", ""目""]","[844, 593, 5100, 2048, 6319, 3470]",目,18,コ,"[""コ""]",,めくら,gǔ,g,u,3,none,N1+
瞻,"[""目"", ""言""]","[3470, 4935]",目,18,セン,"[""セン""]",,見やる、見上げる,zhān,zh,an,1,n,N1+
矇,"[""目"", ""冖"", ""豕"", ""蒙""]","[3470, 349, 5106, 4553]",目,18,モウ,"[""モウ"", ""ボウ""]",,めしい（盲）、暗い,méng,m,eng,2,ng,N1+
矍,"[""目"", ""貝"", ""隹"", ""又"", ""隻""]","[3470, 5126, 5794, 578, 5795]",目,20,カク,"[""カク""]",,驚き慌てて左右を見る,jué,j,ue,2,none,N1+
矗,"[""土"", ""目"", ""直""]","[844, 3470, 3472]",目,24,チョク,"[""チョク"", ""チク""]",,聳（そび）え立つ、まっすぐなさま,chù,ch,u,4,none,N1+
矚,"[""目"", ""尸"", ""勹"", ""虫"", ""蜀"", ""屬""]","[3470, 1241, 496, 4680, 4719, 1268]",目,26,ショク,"[""ショク""]",,心を注いで見る,zhǔ,zh,u,3,none,N1+
矜,"[""予"", ""矛""]","[53, 3528]",矛,9,キョウ,"[""キョウ"", ""ゴン""]",,憐れむ、誇る,jīn,j,in,1,n,N1+
矣,"[""厶"", ""大"", ""矢""]","[574, 994, 3530]",矢,7,イ,"[""イ""]",,,yǐ,y,i,3,none,N1+
矮,"[""大"", ""矢""]","[994, 3530]",矢,13,ワイ,"[""ワイ""]",,小人（こびと）,ǎi,,ai,3,none,N1+
矼,"[""口"", ""石"", ""工""]","[593, 3538, 1357]",石,8,コウ,"[""コウ""]",,石の橋,gāng,g,ang,1,ng,N1+
砌,"[""口"", ""石"", ""匕"", ""刀"", ""切""]","[593, 3538, 508, 396, 400]",石,9,セツ,"[""セツ"", ""サイ""]",,敷き瓦の階段、軒下の敷石,qì,q,i,4,none,N1+
砒,"[""口"", ""石"", ""匕"", ""比""]","[593, 3538, 508, 2665]",石,9,ヒ,"[""ヒ"", ""ヘイ""]",,,pī,p,i,1,none,N1+
礦,"[""口"", ""石"", ""广"", ""廿"", ""田"", ""廣""]","[593, 3538, 1420, 1473, 3303, 1458]",石,20,コウ,"[""コウ"", ""キョウ""]",,,kuàng,k,uang,4,ng,N1+
砠,"[""口"", ""石"", ""且""]","[593, 3538, 12]",石,10,ショ,"[""ショ"", ""ソ""]",,石を頂いた山,jū,j,u,1,none,N1+
礪,"[""口"", ""石"", ""厂"", ""日"", ""禺"", ""萬""]","[593, 3538, 559, 2122, 3647, 4522]",石,19,レイ,"[""レイ""]",,刃物をみがく砥石で、きめの粗いもの,lì,l,i,4,none,N1+
硅,"[""口"", ""石"", ""土"", ""圭""]","[593, 3538, 844, 848]",石,11,ケイ,"[""ケイ""]",,,guī,g,ui,1,none,N1+
碎,"[""口"", ""石"", ""亠"", ""人"", ""从"", ""十"", ""卒""]","[593, 3538, 69, 83, 93, 527, 537]",石,13,サイ,"[""サイ""]",,,suì,s,ui,4,none,N1+
硴,"[""口"", ""石"", ""匕"", ""化"", ""花""]","[593, 3538, 508, 509, 4407]",石,12,,[],かき,貝の名,huā,h,ua,1,none,N1+
碆,"[""又"", ""皮"", ""波"", ""口"", ""石""]","[578, 3443, 2747, 593, 3538]",石,13,ハ,"[""ハ""]",,いぐるみ（糸や網をつけた狩猟用の矢）の糸につける石,bō,b,o,1,none,N1+
硼,"[""口"", ""石"", ""月"", ""朋""]","[593, 3538, 2225, 2227]",石,13,ホウ,"[""ホウ""]",,,péng,p,eng,2,ng,N1+
碚,"[""口"", ""石"", ""立"", ""口""]","[593, 3538, 3738, 593]",石,13,ハイ,"[""ハイ""]",,育てる、蕾,bèi,b,ei,4,none,N1+
碌,"[""口"", ""石"", ""彑"", ""水""]","[593, 3538, 1510, 2682]",石,13,ロク,"[""ロク""]",,ぽろぽろ割れてできた小石,lù,l,u,4,none,N1+
碣,"[""口"", ""石"", ""日"", ""勹"", ""人"", ""曷""]","[593, 3538, 2122, 496, 83, 2216]",石,14,ケツ,"[""ケツ""]",,円形の碑,jié,j,ie,2,none,N1+
碵,"[""口"", ""石"", ""目"", ""貝"", ""貞""]","[593, 3538, 3470, 5126, 5127]",石,14,テイ,"[""テイ""]",いしずえ,,tián,t,ian,2,n,N1+
碪,"[""口"", ""石"", ""匹"", ""甚""]","[593, 3538, 522, 3293]",石,14,チン,"[""チン"", ""ガン""]",,きぬた,zhēn,zh,en,1,n,N1+
碯,"[""口"", ""石"", ""巛""]","[593, 3538, 1352]",石,14,ノウ,"[""ノウ"", ""ドウ""]",,,nǎo,n,ao,3,none,N1+
磑,"[""口"", ""石"", ""口"", ""豆"", ""豈""]","[593, 3538, 593, 5100, 5101]",石,15,ガイ,"[""ガイ"", ""ゲ""]",,うす、しろい、つむ,wéi,w,ei,2,none,N1+
磆,"[""口"", ""石"", ""月"", ""骨""]","[593, 3538, 2225, 6060]",石,15,カツ,"[""カツ"", ""ゲチ""]",,,huá,h,ua,2,none,N1+
磋,"[""口"", ""石"", ""工"", ""差""]","[593, 3538, 1357, 1362]",石,15,サ,"[""サ""]",,角や骨を磨いて細工する,cuō,c,uo,1,none,N1+
磔,"[""口"", ""石"", ""夕"", ""舛"", ""木"", ""桀""]","[593, 3538, 985, 4359, 2240, 2354]",石,15,タク,"[""タク""]",はりつけ,刑罰の一,zhé,zh,e,2,none,N1+
碾,"[""口"", ""石"", ""尸"", ""展""]","[593, 3538, 1241, 1262]",石,15,テン,"[""テン"", ""ネン""]",,臼、挽く,niǎn,n,ian,3,n,N1+
碼,"[""口"", ""石"", ""馬""]","[593, 3538, 6005]",石,15,バ,"[""バ"", ""メ""]",,ヤード（長さの単位）,mǎ,m,a,3,none,N1+
磅,"[""口"", ""石"", ""亠"", ""冖"", ""万"", ""方"", ""旁""]","[593, 3538, 69, 349, 3, 2104, 2107]",石,15,ホウ,"[""ホウ""]",,ポンド（通貨・重量の単位）,bàng,b,ang,4,ng,N1+
磊,"[""口"", ""石""]","[593, 3538]",石,15,ライ,"[""ライ""]",,石がごろごろしているさま、大きなさま,lěi,l,ei,3,none,N1+
磬,"[""士"", ""几"", ""又"", ""殳"", ""口"", ""石""]","[967, 380, 578, 2649, 593, 3538]",石,16,ケイ,"[""ケイ""]",,うちいし（中国古代の楽器）、空ろな,qìng,q,ing,4,ng,N1+
磧,"[""口"", ""石"", ""目"", ""貝"", ""責""]","[593, 3538, 3470, 5126, 5136]",石,16,シャク,"[""シャク"", ""セキ""]",,砂原、河原,qì,q,i,4,none,N1+
磚,"[""口"", ""石"", ""日"", ""寸"", ""專""]","[593, 3538, 2122, 1214, 1224]",石,16,セン,"[""セン""]",,瓦（かわら）,zhuān,zh,uan,1,n,N1+
磽,"[""口"", ""石"", ""土"", ""儿"", ""兀"", ""堯""]","[593, 3538, 844, 301, 302, 909]",石,17,コウ,"[""コウ""]",,地味がやせて石が多い土地,qiāo,q,iao,1,none,N1+
磴,"[""口"", ""石"", ""癶"", ""口"", ""豆"", ""登""]","[593, 3538, 3423, 593, 5100, 3426]",石,17,トウ,"[""トウ""]",,坂道、石段、石橋,dèng,d,eng,4,ng,N1+
礇,"[""口"", ""石"", ""千"", ""木"", ""米"", ""釆"", ""大"", ""奧""]","[593, 3538, 528, 2240, 3881, 5524, 994, 1022]",石,18,イク,"[""イク""]",,,yù,y,u,4,none,N1+
礒,"[""口"", ""石"", ""戈"", ""我"", ""義""]","[593, 3538, 1781, 1788, 4144]",石,18,ギ,"[""ギ""]",,磯、岩,yǐ,y,i,3,none,N1+
礑,"[""口"", ""石"", ""冖"", ""口"", ""田"", ""當""]","[593, 3538, 349, 593, 3303, 3340]",石,18,トウ,"[""トウ""]",,はたと（気付く）,dàng,d,ang,4,ng,N1+
礙,"[""口"", ""石"", ""匕"", ""大"", ""矢"", ""疋"", ""疑""]","[593, 3538, 508, 994, 3530, 3349, 3352]",石,19,ガイ,"[""ガイ""]",,妨げる,ài,,ai,4,none,N1+
礬,"[""木"", ""林"", ""大"", ""口"", ""石""]","[2240, 2292, 994, 593, 3538]",石,20,バン,"[""バン"", ""ハン""]",,,fán,f,an,2,n,N1+
礫,"[""口"", ""石"", ""幺"", ""白"", ""木"", ""樂""]","[593, 3538, 1415, 3428, 2240, 2520]",石,20,レキ,"[""レキ""]",,小石,lì,l,i,4,none,N1+
祀,"[""示"", ""巳""]","[3606, 1365]",示,8,シ,"[""シ""]",,祭る,sì,s,i,4,none,N1+
祠,"[""示"", ""口"", ""司""]","[3606, 593, 610]",示,10,シ,"[""シ""]",ほこら,神を祭る所、やしろ（社）,cí,c,i,2,none,N1+
祗,"[""示"", ""氏""]","[3606, 2674]",示,10,シ,"[""シ""]",,つつしむ、敬う,zhī,zh,i,1,none,N1+
祟,"[""出"", ""示""]","[393, 3606]",示,10,スイ,"[""スイ""]",たた・る,災いする,suì,s,ui,4,none,N1+
祚,"[""示"", ""乍""]","[3606, 34]",示,10,ソ,"[""ソ""]",,幸い、しあわせ,zuò,z,uo,4,none,N1+
祕,"[""示"", ""心"", ""必""]","[3606, 1563, 1564]",示,10,ヒ,"[""ヒ""]",ひ・める,隠す,mì,m,i,4,none,N1+
祓,"[""示""]",[3606],示,10,フツ,"[""フツ""]",はら・え、はら・う,神に祈って身の穢（けが）れをはらい清める,fú,f,u,2,none,N1+
祺,"[""示"", ""其""]","[3606, 331]",示,13,キ,"[""キ"", ""ギ""]",,さいわい,qí,q,i,2,none,N1+
祿,"[""示"", ""彑"", ""水""]","[3606, 1510, 2682]",示,13,ロク,"[""ロク""]",,与えられた幸い,lù,l,u,4,none,N1+
禊,"[""示"", ""刀"", ""大""]","[3606, 396, 994]",示,14,ケイ,"[""ケイ""]",みそぎ,水で身体を洗い清め悪を祓い除く祭の名,xì,x,i,4,none,N1+
禝,"[""示"", ""田"", ""夂""]","[3606, 3303, 980]",示,15,ショク,"[""ショク""]",,,jì,j,i,4,none,N1+
禧,"[""示"", ""士"", ""口"", ""喜""]","[3606, 967, 593, 742]",示,17,キ,"[""キ"", ""コ""]",,幸い,xǐ,x,i,3,none,N1+
齋,"[""亠"", ""刀"", ""二"", ""小"", ""示""]","[69, 396, 57, 1230, 3606]",斉,17,サイ,"[""サイ"", ""シ""]",,ものいみ（心身を清めること）,zhāi,zh,ai,1,none,N1+
禪,"[""示"", ""口"", ""日"", ""十"", ""單""]","[3606, 593, 2122, 527, 752]",示,17,ゼン,"[""ゼン""]",,宗派の名、位を渡す,chán,ch,an,2,n,N1+
禮,"[""示"", ""曲"", ""口"", ""豆"", ""豊""]","[3606, 2212, 593, 5100, 5102]",示,18,ライ,"[""ライ"", ""レイ""]",,形よくととのえた作法・儀式,lǐ,l,i,3,none,N1+
禳,"[""示"", ""亠"", ""口"", ""衣"", ""襄""]","[3606, 69, 593, 4812, 4883]",示,22,ジョウ,"[""ジョウ""]",,神や仏に祈って災いを除く、払う,ráng,r,ang,2,ng,N1+
禹,"[""口""]",[593],禺-田,9,ウ,"[""ウ""]",,,yǔ,y,u,3,none,N1+
禺,"[""日""]",[2122],禺-田,9,グ,"[""グ"", ""グウ""]",,獣の名,yú,y,u,2,none,N1+
秉,"[""千"", ""木"", ""禾""]","[528, 2240, 3649]",禾,8,ヘイ,"[""ヘイ"", ""ヒン""]",,手に握る,bǐng,b,ing,3,ng,N1+
秕,"[""千"", ""木"", ""禾"", ""匕"", ""比""]","[528, 2240, 3649, 508, 2665]",禾,9,ヒ,"[""ヒ""]",,よく実らない米,bǐ,b,i,3,none,N1+
秧,"[""千"", ""木"", ""禾"", ""大"", ""央""]","[528, 2240, 3649, 994, 1000]",禾,10,オウ,"[""オウ""]",,生えたての稲,yāng,y,ang,1,ng,N1+
秬,"[""千"", ""木"", ""禾"", ""巨""]","[528, 2240, 3649, 1360]",禾,10,キョ,"[""キョ""]",,黒きび,jù,j,u,4,none,N1+
秡,"[""千"", ""木"", ""禾""]","[528, 2240, 3649]",禾,10,ハツ,"[""ハツ""]",,穀物がいたむ,bó,b,o,2,none,N1+
秣,"[""千"", ""木"", ""禾"", ""木"", ""末""]","[528, 2240, 3649, 2240, 2242]",禾,10,マッ,"[""マッ"", ""バツ""]",まぐさ,牛馬の飼料,mò,m,o,4,none,N1+
稈,"[""千"", ""木"", ""禾"", ""日"", ""干"", ""旱""]","[528, 2240, 3649, 2122, 1408, 2129]",禾,12,カン,"[""カン""]",,わら,gǎn,g,an,3,n,N1+
稍,"[""千"", ""木"", ""禾"", ""小"", ""月"", ""肖""]","[528, 2240, 3649, 1230, 2225, 4222]",禾,12,ショウ,"[""ショウ""]",やや,少し、次第に,shāo,sh,ao,1,none,N1+
稘,"[""千"", ""木"", ""禾"", ""其""]","[528, 2240, 3649, 331]",禾,13,キ,"[""キ""]",,一周年,jī,j,i,1,none,N1+
稙,"[""千"", ""木"", ""禾"", ""十"", ""目"", ""直""]","[528, 2240, 3649, 527, 3470, 3472]",禾,13,ショク,"[""ショク"", ""ジキ"", ""チキ"", ""チョク""]",,,zhī,zh,i,1,none,N1+
稠,"[""千"", ""木"", ""禾"", ""冂"", ""口""]","[528, 2240, 3649, 336, 593]",禾,13,チュウ,"[""チュウ""]",,多い、濃い,chóu,ch,ou,2,none,N1+
稟,"[""亠"", ""囗"", ""口"", ""回"", ""千"", ""木"", ""禾""]","[69, 816, 593, 820, 528, 2240, 3649]",禾,13,リン,"[""リン"", ""ヒン""]",,受ける、米倉、生まれつき,bǐng,b,ing,3,ng,N1+
禀,"[""亠"", ""囗"", ""口"", ""回"", ""示""]","[69, 816, 593, 820, 3606]",示,13,リン,"[""リン"", ""ヒン""]",,受ける、米倉、生まれつき,bǐng,b,ing,3,ng,N1+
稱,"[""千"", ""木"", ""禾"", ""冉""]","[528, 2240, 3649, 339]",禾,14,ショウ,"[""ショウ""]",とな・える、たた・える,述べる、褒める、呼び名、等しい,chēng,ch,eng,1,ng,N1+
稻,"[""千"", ""木"", ""禾"", ""臼""]","[528, 2240, 3649, 4342]",禾,15,トウ,"[""トウ""]",いね、いな,,dào,d,ao,4,none,N1+
稾,"[""亠"", ""口"", ""冂"", ""高"", ""千"", ""木"", ""禾""]","[69, 593, 336, 6071, 528, 2240, 3649]",禾,15,コウ,"[""コウ""]",,藁（わら）,gǎo,g,ao,3,none,N1+
稷,"[""千"", ""木"", ""禾"", ""田"", ""夂""]","[528, 2240, 3649, 3303, 980]",禾,15,ショク,"[""ショク""]",,穀物の一種、こうりゃん,jì,j,i,4,none,N1+
穃,"[""千"", ""木"", ""禾"", ""宀"", ""口"", ""谷"", ""容""]","[528, 2240, 3649, 1151, 593, 5096, 1182]",禾,15,ヨウ,"[""ヨウ""]",,,rong,r,ong,5,ng,N1+
穗,"[""千"", ""木"", ""禾"", ""日"", ""寸"", ""專""]","[528, 2240, 3649, 2122, 1214, 1224]",禾,17,スイ,"[""スイ""]",ほ,稲麦などの茎の先の花実がつく部分,suì,s,ui,4,none,N1+
穉,"[""千"", ""木"", ""禾"", ""尸"", ""牛"", ""犀""]","[528, 2240, 3649, 1241, 3125, 3137]",禾,17,チ,"[""チ""]",,幼い、若い,zhì,zh,i,4,none,N1+
穡,"[""千"", ""木"", ""禾"", ""土"", ""人"", ""从"", ""囗"", ""口"", ""回"", ""嗇""]","[528, 2240, 3649, 844, 83, 93, 816, 593, 820, 757]",禾,18,ショウ,"[""ショウ""]",,（穀物を）取り入れる,sè,s,e,4,none,N1+
穢,"[""千"", ""木"", ""禾"", ""止"", ""厂"", ""木""]","[528, 2240, 3649, 2618, 559, 2240]",禾,18,アイ,"[""アイ"", ""ワイ""]",けが・れる,汚れる,huì,h,ui,4,none,N1+
穩,"[""千"", ""木"", ""禾"", ""工"", ""心""]","[528, 2240, 3649, 1357, 1563]",禾,19,オン,"[""オン""]",おだ・やか,安らか,wěn,w,en,3,n,N1+
龝,"[""千"", ""木"", ""禾"", ""龜""]","[528, 2240, 3649, 6346]",禾,21,シュウ,"[""シュウ""]",あき、とき,,qiū,q,iu,1,none,N1+
穰,"[""千"", ""木"", ""禾"", ""亠"", ""口"", ""衣"", ""襄""]","[528, 2240, 3649, 69, 593, 4812, 4883]",禾,22,ジョウ,"[""ジョウ""]",みのる、ゆたか,穀物が豊かに実る,ráng,r,ang,2,ng,N1+
穹,"[""宀"", ""八"", ""穴"", ""弓""]","[1151, 325, 3707, 1485]",穴,8,キュウ,"[""キュウ""]",,弓かた、空、高い、大きい,qióng,q,iong,2,ng,N1+
穽,"[""宀"", ""八"", ""穴"", ""井""]","[1151, 325, 3707, 62]",穴,9,セイ,"[""セイ""]",,落とし穴,jǐng,j,ing,3,ng,N1+
窈,"[""宀"", ""八"", ""穴"", ""幺"", ""力"", ""幼""]","[1151, 325, 3707, 1415, 457, 1417]",穴,10,ヨウ,"[""ヨウ""]",,深い、静か、しとやか、暗い,yǎo,y,ao,3,none,N1+
窗,"[""宀"", ""八"", ""穴"", ""夕""]","[1151, 325, 3707, 985]",穴,12,ソウ,"[""ソウ""]",まど,窓,chuāng,ch,uang,1,ng,N1+
窕,"[""宀"", ""八"", ""穴"", ""兆""]","[1151, 325, 3707, 307]",穴,11,チョウ,"[""チョウ""]",,奥深い、満たない、しとやか、美しい,tiǎo,t,iao,3,none,N1+
窘,"[""宀"", ""八"", ""穴"", ""口"", ""尹"", ""君""]","[1151, 325, 3707, 593, 1242, 625]",穴,12,キン,"[""キン""]",たしな・める,苦しむ,jiǒng,j,iong,3,ng,N1+
窖,"[""宀"", ""八"", ""穴"", ""土"", ""口"", ""告""]","[1151, 325, 3707, 844, 593, 647]",穴,12,コウ,"[""コウ""]",,穴,jiào,j,iao,4,none,N1+
窩,"[""宀"", ""八"", ""穴"", ""冂"", ""口"", ""咼""]","[1151, 325, 3707, 336, 593, 681]",穴,14,カ,"[""カ""]",,穴、窪み,wō,w,o,1,none,N1+
竈,"[""宀"", ""八"", ""穴"", ""土"", ""黽""]","[1151, 325, 3707, 844, 6315]",穴,21,ソウ,"[""ソウ""]",かまど,,zào,z,ao,4,none,N1+
窰,"[""宀"", ""八"", ""穴"", ""夕"", ""山"", ""缶""]","[1151, 325, 3707, 985, 1271, 4102]",穴,15,ヨウ,"[""ヨウ""]",かま,陶器や瓦を焼くところ,yáo,y,ao,2,none,N1+
窶,"[""宀"", ""八"", ""穴"", ""口"", ""女"", ""婁""]","[1151, 325, 3707, 593, 1028, 1085]",穴,16,ロウ,"[""ロウ""]",,やつれる,jù,j,u,4,none,N1+
竅,"[""宀"", ""八"", ""穴"", ""白"", ""亠"", ""万"", ""方"", ""攵""]","[1151, 325, 3707, 3428, 69, 3, 2104, 2050]",穴,18,キョウ,"[""キョウ""]",,穴、穿つ,qiào,q,iao,4,none,N1+
竄,"[""宀"", ""八"", ""穴"", ""臼"", ""鼠""]","[1151, 325, 3707, 4342, 6321]",穴,22,ザン,"[""ザン""]",,隠れる、逃れる,cuàn,c,uan,4,n,N1+
窿,"[""宀"", ""八"", ""穴"", ""夂"", ""土"", ""生"", ""隆""]","[1151, 325, 3707, 980, 844, 3296, 5768]",穴,17,リュウ,"[""リュウ""]",,中央が盛り上がって高い,lóng,l,ong,2,ng,N1+
邃,"[""宀"", ""八"", ""穴"", ""豕""]","[1151, 325, 3707, 5106]",道-首,18,スイ,"[""スイ""]",,奥深い,suì,s,ui,4,none,N1+
竇,"[""宀"", ""八"", ""穴"", ""士"", ""四"", ""目"", ""貝"", ""賣""]","[1151, 325, 3707, 967, 819, 3470, 5126, 5169]",穴,20,トウ,"[""トウ""]",,あなぐら,dòu,d,ou,4,none,N1+
竊,"[""宀"", ""八"", ""穴"", ""千"", ""米"", ""釆"", ""冂""]","[1151, 325, 3707, 528, 3881, 5524, 336]",穴,22,セツ,"[""セツ""]",,盗む,qiè,q,ie,4,none,N1+
竍,"[""立"", ""十""]","[3738, 527]",立,7,,[],デカリットル,一リットルトの十倍,shí,sh,i,2,none,N1+
竏,"[""立"", ""千""]","[3738, 528]",立,8,,[],キロリットル,一リットルの千倍,qiān,q,ian,1,n,N1+
竕,"[""立"", ""刀"", ""分""]","[3738, 396, 399]",立,9,,[],デシリットル,容量の単位,fēn,f,en,1,n,N1+
竓,"[""立"", ""毛""]","[3738, 2667]",立,9,,[],ミリ立方メートル,体積の単位,háo,h,ao,2,none,N1+
站,"[""立"", ""口"", ""占""]","[3738, 593, 545]",立,10,タン,"[""タン"", ""テン""]",,立つ,zhàn,zh,an,4,n,N1+
竚,"[""立"", ""宀"", ""丁""]","[3738, 1151, 1]",立,10,チョ,"[""チョ""]",,佇む,zhù,zh,u,4,none,N1+
竝,"[""立""]",[3738],立,10,ヘイ,"[""ヘイ"", ""ビョウ""]",,並べる,bìng,b,ing,4,ng,N1+
竡,"[""立"", ""日"", ""白"", ""百""]","[3738, 2122, 3428, 3429]",立,11,,[],,ヘクトリットル（容量の単位）,bǎi,b,ai,3,none,N1+
竢,"[""立"", ""厶"", ""大"", ""矢"", ""矣""]","[3738, 574, 994, 3530, 3531]",立,12,シ,"[""シ""]",,待つ,sì,s,i,4,none,N1+
竦,"[""立"", ""口"", ""木"", ""束""]","[3738, 593, 2240, 2266]",立,12,シュ,"[""シュ""]",すく・む,慎む、恐れて立ち止まる,sǒng,s,ong,3,ng,N1+
竭,"[""立"", ""日"", ""勹"", ""人"", ""曷""]","[3738, 2122, 496, 83, 2216]",立,14,ケツ,"[""ケツ""]",,尽くす、倒れる,jié,j,ie,2,none,N1+
竰,"[""立"", ""厂"", ""日"", ""土"", ""里"", ""厘""]","[3738, 559, 2122, 844, 5529, 562]",立,14,,[],センチリットル,容積の単位,lí,l,i,2,none,N1+
笂,"[""竹"", ""九"", ""丸""]","[3761, 42, 25]",竹,9,,[],うつぼ,矢を入れて持ち歩く具,wán,w,an,2,n,N1+
